episode,global_step,sub_run_index,returns,episode_length
20,460,eval_idx00,21.0,21
20,460,eval_idx01,17.0,17
20,460,eval_idx02,27.0,27
20,460,eval_idx03,14.0,14
20,460,eval_idx04,12.0,12
20,460,eval_idx05,14.0,14
20,460,eval_idx06,17.0,17
20,460,eval_idx07,13.0,13
20,460,eval_idx08,14.0,14
20,460,eval_idx09,12.0,12
40,871,eval_idx00,16.0,16
40,871,eval_idx01,10.0,10
40,871,eval_idx02,21.0,21
40,871,eval_idx03,10.0,10
40,871,eval_idx04,28.0,28
40,871,eval_idx05,17.0,17
40,871,eval_idx06,48.0,48
40,871,eval_idx07,16.0,16
40,871,eval_idx08,12.0,12
40,871,eval_idx09,17.0,17
60,1319,eval_idx00,41.0,41
60,1319,eval_idx01,35.0,35
60,1319,eval_idx02,30.0,30
60,1319,eval_idx03,21.0,21
60,1319,eval_idx04,14.0,14
60,1319,eval_idx05,33.0,33
60,1319,eval_idx06,12.0,12
60,1319,eval_idx07,25.0,25
60,1319,eval_idx08,14.0,14
60,1319,eval_idx09,17.0,17
80,1790,eval_idx00,23.0,23
80,1790,eval_idx01,25.0,25
80,1790,eval_idx02,15.0,15
80,1790,eval_idx03,33.0,33
80,1790,eval_idx04,11.0,11
80,1790,eval_idx05,27.0,27
80,1790,eval_idx06,19.0,19
80,1790,eval_idx07,41.0,41
80,1790,eval_idx08,15.0,15
80,1790,eval_idx09,18.0,18
100,2369,eval_idx00,33.0,33
100,2369,eval_idx01,49.0,49
100,2369,eval_idx02,14.0,14
100,2369,eval_idx03,16.0,16
100,2369,eval_idx04,12.0,12
100,2369,eval_idx05,20.0,20
100,2369,eval_idx06,23.0,23
100,2369,eval_idx07,22.0,22
100,2369,eval_idx08,18.0,18
100,2369,eval_idx09,26.0,26
120,2832,eval_idx00,15.0,15
120,2832,eval_idx01,11.0,11
120,2832,eval_idx02,24.0,24
120,2832,eval_idx03,44.0,44
120,2832,eval_idx04,12.0,12
120,2832,eval_idx05,23.0,23
120,2832,eval_idx06,11.0,11
120,2832,eval_idx07,17.0,17
120,2832,eval_idx08,25.0,25
120,2832,eval_idx09,22.0,22
140,3359,eval_idx00,26.0,26
140,3359,eval_idx01,26.0,26
140,3359,eval_idx02,55.0,55
140,3359,eval_idx03,69.0,69
140,3359,eval_idx04,25.0,25
140,3359,eval_idx05,17.0,17
140,3359,eval_idx06,50.0,50
140,3359,eval_idx07,19.0,19
140,3359,eval_idx08,52.0,52
140,3359,eval_idx09,66.0,66
160,3827,eval_idx00,34.0,34
160,3827,eval_idx01,23.0,23
160,3827,eval_idx02,45.0,45
160,3827,eval_idx03,36.0,36
160,3827,eval_idx04,42.0,42
160,3827,eval_idx05,41.0,41
